Archivo,Banda,DeltaR,Ángulo,Posición,Trial,MAE,F_ref,F_dom
DeltaR=10cm_Angle=0_Band3_Supine_Trial4.mat,Bandwidth3,10.0,0,Supine,4,0.04203863742239719,0.18803418803418806,0.14599555061179087
DeltaR=10cm_Angle=0_Band3_Supine_Trial5.mat,Bandwidth3,10.0,0,Supine,5,0.08310040595913784,0.18803418803418806,0.2711345939933259
DeltaR=10cm_Angle=0_Band3_Supine_Trial6.mat,Bandwidth3,10.0,0,Supine,6,0.18738294211041703,0.18803418803418806,0.3754171301446051
DeltaR=10cm_Angle=0_Band3_Supine_Trial7.mat,Bandwidth3,10.0,0,Supine,7,0.10771940332563243,0.20512820512820515,0.3128476084538376
DeltaR=10cm_Angle=0_Band3_Supine_Trial8.mat,Bandwidth3,10.0,0,Supine,8,0.1760954717017008,0.13675213675213677,0.3128476084538376
DeltaR=15.5cm_Angle=30_Band3_Facedown_Trial1.mat,Bandwidth3,15.5,30,Facedown,1,0.10869627221128897,0.35897435897435903,0.25027808676307006
DeltaR=15.5cm_Angle=30_Band3_Facedown_Trial2.mat,Bandwidth3,15.5,30,Facedown,2,0.17879077417453393,0.3247863247863248,0.14599555061179087
DeltaR=15.5cm_Angle=30_Band3_Facedown_Trial3.mat,Bandwidth3,15.5,30,Facedown,3,0.0536517307929989,0.3247863247863248,0.2711345939933259
DeltaR=15.5cm_Angle=30_Band3_Facedown_Trial4.mat,Bandwidth3,15.5,30,Facedown,4,0.026011807991785707,0.3076923076923077,0.3337041156840934
DeltaR=15.5cm_Angle=30_Band3_Facedown_Trial5.mat,Bandwidth3,15.5,30,Facedown,5,0.11998374262000516,0.3076923076923077,0.18770856507230255
DeltaR=15.5cm_Angle=30_Band3_Facedown_Trial6.mat,Bandwidth3,15.5,30,Facedown,6,0.07827072815949349,0.3076923076923077,0.22942157953281422
DeltaR=15.5cm_Angle=30_Band3_Facedown_Trial7.mat,Bandwidth3,15.5,30,Facedown,7,0.1654592472167556,0.2905982905982906,0.12513904338153503
DeltaR=15.5cm_Angle=30_Band3_Facedown_Trial8.mat,Bandwidth3,15.5,30,Facedown,8,0.0611767110654764,0.2905982905982906,0.22942157953281422
DeltaR=15.5cm_Angle=30_Band3_Lateral_Trial1.mat,Bandwidth3,15.5,30,Lateral,1,0.012680281034007368,0.3418803418803419,0.35456062291434925
DeltaR=15.5cm_Angle=30_Band3_Lateral_Trial2.mat,Bandwidth3,15.5,30,Lateral,2,0.08481883954631447,0.2905982905982906,0.3754171301446051
DeltaR=15.5cm_Angle=30_Band3_Lateral_Trial3.mat,Bandwidth3,15.5,30,Lateral,3,0.18631575444701143,0.2905982905982906,0.10428253615127919
DeltaR=15.5cm_Angle=30_Band3_Lateral_Trial4.mat,Bandwidth3,15.5,30,Lateral,4,0.18631575444701143,0.2905982905982906,0.10428253615127919
DeltaR=15.5cm_Angle=30_Band3_Lateral_Trial5.mat,Bandwidth3,15.5,30,Lateral,5,0.140840249850261,0.3076923076923077,0.1668520578420467
DeltaR=15.5cm_Angle=30_Band3_Lateral_Trial6.mat,Bandwidth3,15.5,30,Lateral,6,0.09536474525351057,0.3247863247863248,0.22942157953281422
DeltaR=15.5cm_Angle=30_Band3_Lateral_Trial7.mat,Bandwidth3,15.5,30,Lateral,7,0.20340977154102852,0.3076923076923077,0.10428253615127919
DeltaR=15.5cm_Angle=30_Band3_Lateral_Trial8.mat,Bandwidth3,15.5,30,Lateral,8,0.0051553007615298685,0.3076923076923077,0.3128476084538376
DeltaR=15.5cm_Angle=30_Band3_Supine_Trial1.mat,Bandwidth3,15.5,30,Supine,1,0.15212772025897725,0.25641025641025644,0.10428253615127919
DeltaR=15.5cm_Angle=30_Band3_Supine_Trial2.mat,Bandwidth3,15.5,30,Supine,2,0.01193871633248722,0.3247863247863248,0.3128476084538376
DeltaR=15.5cm_Angle=30_Band3_Supine_Trial3.mat,Bandwidth3,15.5,30,Supine,3,0.07827072815949349,0.3076923076923077,0.22942157953281422
DeltaR=15.5cm_Angle=30_Band3_Supine_Trial4.mat,Bandwidth3,15.5,30,Supine,4,0.01570120646872597,0.3076923076923077,0.29199110122358174
DeltaR=15.5cm_Angle=30_Band3_Supine_Trial5.mat,Bandwidth3,15.5,30,Supine,5,0.07450823802325474,0.3247863247863248,0.25027808676307006
DeltaR=15.5cm_Angle=30_Band3_Supine_Trial6.mat,Bandwidth3,15.5,30,Supine,6,0.06396233231605863,0.2905982905982906,0.35456062291434925
DeltaR=15.5cm_Angle=30_Band3_Supine_Trial7.mat,Bandwidth3,15.5,30,Supine,7,0.022249317855546957,0.2905982905982906,0.3128476084538376
DeltaR=15.5cm_Angle=30_Band3_Supine_Trial8.mat,Bandwidth3,15.5,30,Supine,8,0.1312712130287214,0.25641025641025644,0.12513904338153503
DeltaR=20cm_Angle=0_Band3_Facedown_Trial1.mat,Bandwidth3,20.0,0,Facedown,1,0.11245876234752766,0.3418803418803419,0.22942157953281422
DeltaR=20cm_Angle=0_Band3_Facedown_Trial2.mat,Bandwidth3,20.0,0,Facedown,2,0.03655771369898181,0.3076923076923077,0.2711345939933259
DeltaR=20cm_Angle=0_Band3_Facedown_Trial3.mat,Bandwidth3,20.0,0,Facedown,3,0.04988924065676015,0.3418803418803419,0.29199110122358174
DeltaR=20cm_Angle=0_Band3_Facedown_Trial4.mat,Bandwidth3,20.0,0,Facedown,4,0.01570120646872597,0.3076923076923077,0.29199110122358174
DeltaR=20cm_Angle=0_Band3_Facedown_Trial5.mat,Bandwidth3,20.0,0,Facedown,5,0.19964728140478977,0.3247863247863248,0.12513904338153503
DeltaR=20cm_Angle=0_Band3_Facedown_Trial6.mat,Bandwidth3,20.0,0,Facedown,6,0.13707775971402225,0.3247863247863248,0.18770856507230255
DeltaR=20cm_Angle=0_Band3_Facedown_Trial7.mat,Bandwidth3,20.0,0,Facedown,7,0.1333152695777835,0.3418803418803419,0.20856507230255839
DeltaR=20cm_Angle=0_Band3_Facedown_Trial8.mat,Bandwidth3,20.0,0,Facedown,8,0.07148731258853613,0.3247863247863248,0.39627363737486093
DeltaR=20cm_Angle=0_Band3_Lateral_Trial1.mat,Bandwidth3,20.0,0,Lateral,1,0.05945827747829979,0.3931623931623932,0.3337041156840934
DeltaR=20cm_Angle=0_Band3_Lateral_Trial2.mat,Bandwidth3,20.0,0,Lateral,2,0.046868315222041546,0.3076923076923077,0.35456062291434925
DeltaR=20cm_Angle=0_Band3_Lateral_Trial3.mat,Bandwidth3,20.0,0,Lateral,3,0.056437352043581135,0.25641025641025644,0.3128476084538376
DeltaR=20cm_Angle=0_Band3_Lateral_Trial4.mat,Bandwidth3,20.0,0,Lateral,4,0.12750872289248266,0.27350427350427353,0.14599555061179087
DeltaR=20cm_Angle=0_Band3_Lateral_Trial5.mat,Bandwidth3,20.0,0,Lateral,5,0.08579570843197099,0.27350427350427353,0.18770856507230255
DeltaR=20cm_Angle=0_Band3_Lateral_Trial6.mat,Bandwidth3,20.0,0,Lateral,6,0.007199357310591986,0.22222222222222224,0.22942157953281422
DeltaR=20cm_Angle=0_Band3_Lateral_Trial7.mat,Bandwidth3,20.0,0,Lateral,7,0.18631575444701143,0.2905982905982906,0.10428253615127919
DeltaR=20cm_Angle=0_Band3_Lateral_Trial8.mat,Bandwidth3,20.0,0,Lateral,8,0.03181835467708655,0.23931623931623935,0.2711345939933259
DeltaR=20cm_Angle=0_Band3_Supine_Trial1.mat,Bandwidth3,20.0,0,Supine,1,0.02698867687744222,0.25641025641025644,0.22942157953281422
DeltaR=20cm_Angle=0_Band3_Supine_Trial2.mat,Bandwidth3,20.0,0,Supine,2,0.08955819856820973,0.25641025641025644,0.1668520578420467
DeltaR=20cm_Angle=0_Band3_Supine_Trial3.mat,Bandwidth3,20.0,0,Supine,3,0.007199357310591986,0.22222222222222224,0.22942157953281422
DeltaR=20cm_Angle=0_Band3_Supine_Trial4.mat,Bandwidth3,20.0,0,Supine,4,0.11793968607094305,0.22222222222222224,0.10428253615127919
DeltaR=20cm_Angle=0_Band3_Supine_Trial5.mat,Bandwidth3,20.0,0,Supine,5,0.19588479126855102,0.3418803418803419,0.14599555061179087
DeltaR=20cm_Angle=0_Band3_Supine_Trial6.mat,Bandwidth3,20.0,0,Supine,6,0.16922173735299434,0.27350427350427353,0.10428253615127919
DeltaR=20cm_Angle=0_Band3_Supine_Trial7.mat,Bandwidth3,20.0,0,Supine,7,0.052674861907342385,0.23931623931623935,0.29199110122358174
DeltaR=20cm_Angle=0_Band3_Supine_Trial8.mat,Bandwidth3,20.0,0,Supine,8,0.18631575444701143,0.2905982905982906,0.10428253615127919
DeltaR=22.5cm_Angle=30_Band3_Facedown_Trial1.mat,Bandwidth3,22.5,30,Facedown,1,0.016442771170246062,0.35897435897435903,0.3754171301446051
DeltaR=22.5cm_Angle=30_Band3_Facedown_Trial2.mat,Bandwidth3,22.5,30,Facedown,2,0.11900687373434865,0.25641025641025644,0.3754171301446051
DeltaR=22.5cm_Angle=30_Band3_Facedown_Trial3.mat,Bandwidth3,22.5,30,Facedown,3,0.03655771369898181,0.3076923076923077,0.2711345939933259
DeltaR=22.5cm_Angle=30_Band3_Facedown_Trial4.mat,Bandwidth3,22.5,30,Facedown,4,0.09536474525351057,0.3247863247863248,0.22942157953281422
DeltaR=22.5cm_Angle=30_Band3_Facedown_Trial5.mat,Bandwidth3,22.5,30,Facedown,5,0.05741422092923765,0.3076923076923077,0.25027808676307006
DeltaR=22.5cm_Angle=30_Band3_Facedown_Trial6.mat,Bandwidth3,22.5,30,Facedown,6,0.12374623275624391,0.2905982905982906,0.1668520578420467
DeltaR=22.5cm_Angle=30_Band3_Facedown_Trial7.mat,Bandwidth3,22.5,30,Facedown,7,0.050630805358280295,0.3247863247863248,0.3754171301446051
DeltaR=22.5cm_Angle=30_Band3_Facedown_Trial8.mat,Bandwidth3,22.5,30,Facedown,8,0.19964728140478977,0.3247863247863248,0.12513904338153503
DeltaR=22.5cm_Angle=30_Band3_Lateral_Trial1.mat,Bandwidth3,22.5,30,Lateral,1,0.24242748352870708,0.15384615384615385,0.39627363737486093
DeltaR=22.5cm_Angle=30_Band3_Lateral_Trial2.mat,Bandwidth3,22.5,30,Lateral,2,0.10493378207505022,0.3760683760683761,0.2711345939933259
DeltaR=22.5cm_Angle=30_Band3_Lateral_Trial3.mat,Bandwidth3,22.5,30,Lateral,3,0.016442771170246062,0.35897435897435903,0.3754171301446051
DeltaR=22.5cm_Angle=30_Band3_Lateral_Trial4.mat,Bandwidth3,22.5,30,Lateral,4,0.002369679510947631,0.27350427350427353,0.2711345939933259
DeltaR=22.5cm_Angle=30_Band3_Lateral_Trial5.mat,Bandwidth3,22.5,30,Lateral,5,0.15417177680803934,0.3418803418803419,0.18770856507230255
DeltaR=22.5cm_Angle=30_Band3_Lateral_Trial6.mat,Bandwidth3,22.5,30,Lateral,6,0.06698325775077729,0.35897435897435903,0.29199110122358174
DeltaR=22.5cm_Angle=30_Band3_Lateral_Trial7.mat,Bandwidth3,22.5,30,Lateral,7,0.03279522356274306,0.3247863247863248,0.29199110122358174
DeltaR=22.5cm_Angle=30_Band3_Lateral_Trial8.mat,Bandwidth3,22.5,30,Lateral,8,0.054393295494519045,0.3418803418803419,0.39627363737486093
DeltaR=22.5cm_Angle=30_Band3_Supine_Trial1.mat,Bandwidth3,22.5,30,Supine,1,0.17879077417453393,0.3247863247863248,0.14599555061179087
DeltaR=22.5cm_Angle=30_Band3_Supine_Trial2.mat,Bandwidth3,22.5,30,Supine,2,0.03279522356274306,0.3247863247863248,0.29199110122358174
DeltaR=22.5cm_Angle=30_Band3_Supine_Trial3.mat,Bandwidth3,22.5,30,Supine,3,0.046868315222041546,0.3076923076923077,0.35456062291434925
DeltaR=22.5cm_Angle=30_Band3_Supine_Trial4.mat,Bandwidth3,22.5,30,Supine,4,0.01946369660496472,0.2905982905982906,0.2711345939933259
DeltaR=22.5cm_Angle=30_Band3_Supine_Trial5.mat,Bandwidth3,22.5,30,Supine,5,0.07729385927383697,0.25641025641025644,0.3337041156840934
DeltaR=22.5cm_Angle=30_Band3_Supine_Trial6.mat,Bandwidth3,22.5,30,Supine,6,0.02698867687744222,0.25641025641025644,0.22942157953281422
DeltaR=22.5cm_Angle=30_Band3_Supine_Trial7.mat,Bandwidth3,22.5,30,Supine,7,0.11998374262000516,0.3076923076923077,0.18770856507230255
DeltaR=22.5cm_Angle=30_Band3_Supine_Trial8.mat,Bandwidth3,22.5,30,Supine,8,0.11622125248376641,0.3247863247863248,0.20856507230255839
DeltaR=27cm_Angle=0_Band3_Facedown_Trial1.mat,Bandwidth3,27.0,0,Facedown,1,0.04612675052052145,0.35897435897435903,0.3128476084538376
DeltaR=27cm_Angle=0_Band3_Facedown_Trial2.mat,Bandwidth3,27.0,0,Facedown,2,0.016442771170246062,0.35897435897435903,0.3754171301446051
DeltaR=27cm_Angle=0_Band3_Facedown_Trial3.mat,Bandwidth3,27.0,0,Facedown,3,0.04988924065676015,0.3418803418803419,0.29199110122358174
DeltaR=27cm_Angle=0_Band3_Facedown_Trial4.mat,Bandwidth3,27.0,0,Facedown,4,0.03279522356274306,0.3247863247863248,0.29199110122358174
DeltaR=27cm_Angle=0_Band3_Facedown_Trial5.mat,Bandwidth3,27.0,0,Facedown,5,0.0013928106252911188,0.2905982905982906,0.29199110122358174
DeltaR=27cm_Angle=0_Band3_Facedown_Trial6.mat,Bandwidth3,27.0,0,Facedown,6,0.03279522356274306,0.3247863247863248,0.29199110122358174
DeltaR=27cm_Angle=0_Band3_Facedown_Trial7.mat,Bandwidth3,27.0,0,Facedown,7,0.0536517307929989,0.3247863247863248,0.2711345939933259
DeltaR=27cm_Angle=0_Band3_Facedown_Trial8.mat,Bandwidth3,27.0,0,Facedown,8,0.0536517307929989,0.3247863247863248,0.2711345939933259
DeltaR=27cm_Angle=0_Band3_Lateral_Trial2.mat,Bandwidth3,27.0,0,Lateral,2,0.11622125248376641,0.3247863247863248,0.20856507230255839
DeltaR=27cm_Angle=0_Band3_Lateral_Trial3.mat,Bandwidth3,27.0,0,Lateral,3,0.2205037886350456,0.3247863247863248,0.10428253615127919
DeltaR=27cm_Angle=0_Band3_Lateral_Trial4.mat,Bandwidth3,27.0,0,Lateral,4,0.20340977154102852,0.3076923076923077,0.10428253615127919
DeltaR=27cm_Angle=0_Band3_Lateral_Trial5.mat,Bandwidth3,27.0,0,Lateral,5,0.14460273998649975,0.2905982905982906,0.14599555061179087
DeltaR=27cm_Angle=0_Band3_Lateral_Trial6.mat,Bandwidth3,27.0,0,Lateral,6,0.03279522356274306,0.3247863247863248,0.29199110122358174
DeltaR=27cm_Angle=0_Band3_Lateral_Trial7.mat,Bandwidth3,27.0,0,Lateral,7,0.08203321829573224,0.2905982905982906,0.20856507230255839
DeltaR=27cm_Angle=0_Band3_Lateral_Trial8.mat,Bandwidth3,27.0,0,Lateral,8,0.16169675708051684,0.3076923076923077,0.14599555061179087
DeltaR=27cm_Angle=0_Band3_Supine_Trial1.mat,Bandwidth3,27.0,0,Supine,1,0.18631575444701143,0.2905982905982906,0.10428253615127919
DeltaR=27cm_Angle=0_Band3_Supine_Trial2.mat,Bandwidth3,27.0,0,Supine,2,0.18255326431077268,0.3076923076923077,0.12513904338153503
DeltaR=27cm_Angle=0_Band3_Supine_Trial3.mat,Bandwidth3,27.0,0,Supine,3,0.08858132968255322,0.3076923076923077,0.39627363737486093
DeltaR=27cm_Angle=0_Band3_Supine_Trial4.mat,Bandwidth3,27.0,0,Supine,4,0.11417719593470432,0.23931623931623935,0.12513904338153503
DeltaR=27cm_Angle=0_Band3_Supine_Trial5.mat,Bandwidth3,27.0,0,Supine,5,0.028055864540847825,0.22222222222222224,0.25027808676307006
DeltaR=27cm_Angle=0_Band3_Supine_Trial6.mat,Bandwidth3,27.0,0,Supine,6,0.05160767424393681,0.23931623931623935,0.18770856507230255
DeltaR=27cm_Angle=0_Band3_Supine_Trial7.mat,Bandwidth3,27.0,0,Supine,7,0.09332068870444848,0.23931623931623935,0.14599555061179087
DeltaR=27cm_Angle=0_Band3_Supine_Trial8.mat,Bandwidth3,27.0,0,Supine,8,0.04988924065676015,0.3418803418803419,0.29199110122358174
DeltaR=8cm_Angle=30_Band3_Facedown_Trial1.mat,Bandwidth3,8.0,30,Facedown,1,0.042364260384282704,0.3760683760683761,0.3337041156840934
DeltaR=8cm_Angle=30_Band3_Facedown_Trial2.mat,Bandwidth3,8.0,30,Facedown,2,0.04988924065676015,0.3418803418803419,0.29199110122358174
DeltaR=8cm_Angle=30_Band3_Facedown_Trial3.mat,Bandwidth3,8.0,30,Facedown,3,0.03279522356274306,0.3247863247863248,0.29199110122358174
DeltaR=8cm_Angle=30_Band3_Facedown_Trial4.mat,Bandwidth3,8.0,30,Facedown,4,0.04988924065676015,0.3418803418803419,0.29199110122358174
DeltaR=8cm_Angle=30_Band3_Facedown_Trial5.mat,Bandwidth3,8.0,30,Facedown,5,0.01570120646872597,0.3076923076923077,0.29199110122358174
DeltaR=8cm_Angle=30_Band3_Facedown_Trial6.mat,Bandwidth3,8.0,30,Facedown,6,0.01570120646872597,0.3076923076923077,0.29199110122358174
DeltaR=8cm_Angle=30_Band3_Facedown_Trial7.mat,Bandwidth3,8.0,30,Facedown,7,0.0536517307929989,0.3247863247863248,0.2711345939933259
DeltaR=8cm_Angle=30_Band3_Facedown_Trial8.mat,Bandwidth3,8.0,30,Facedown,8,0.08031478470855563,0.3931623931623932,0.3128476084538376
DeltaR=8cm_Angle=30_Band3_Lateral_Trial1.mat,Bandwidth3,8.0,30,Lateral,1,0.03279522356274306,0.3247863247863248,0.29199110122358174
DeltaR=8cm_Angle=30_Band3_Lateral_Trial2.mat,Bandwidth3,8.0,30,Lateral,2,0.02322618674120347,0.27350427350427353,0.25027808676307006
DeltaR=8cm_Angle=30_Band3_Lateral_Trial3.mat,Bandwidth3,8.0,30,Lateral,3,0.0611767110654764,0.2905982905982906,0.22942157953281422
DeltaR=8cm_Angle=30_Band3_Lateral_Trial4.mat,Bandwidth3,8.0,30,Lateral,4,0.04784518410769806,0.25641025641025644,0.20856507230255839
DeltaR=8cm_Angle=30_Band3_Lateral_Trial5.mat,Bandwidth3,8.0,30,Lateral,5,0.02698867687744222,0.25641025641025644,0.22942157953281422
DeltaR=8cm_Angle=30_Band3_Lateral_Trial6.mat,Bandwidth3,8.0,30,Lateral,6,0.00989465978342513,0.23931623931623935,0.22942157953281422
DeltaR=8cm_Angle=30_Band3_Lateral_Trial7.mat,Bandwidth3,8.0,30,Lateral,7,0.006132169647186381,0.25641025641025644,0.25027808676307006
DeltaR=8cm_Angle=30_Band3_Lateral_Trial8.mat,Bandwidth3,8.0,30,Lateral,8,0.06493920120171515,0.27350427350427353,0.20856507230255839
DeltaR=8cm_Angle=30_Band3_Supine_Trial1.mat,Bandwidth3,8.0,30,Supine,1,0.03279522356274306,0.3247863247863248,0.29199110122358174
DeltaR=8cm_Angle=30_Band3_Supine_Trial2.mat,Bandwidth3,8.0,30,Supine,2,0.03279522356274306,0.3247863247863248,0.29199110122358174
DeltaR=8cm_Angle=30_Band3_Supine_Trial3.mat,Bandwidth3,8.0,30,Supine,3,0.0611767110654764,0.2905982905982906,0.22942157953281422
DeltaR=8cm_Angle=30_Band3_Supine_Trial4.mat,Bandwidth3,8.0,30,Supine,4,0.03655771369898181,0.3076923076923077,0.2711345939933259
DeltaR=8cm_Angle=30_Band3_Supine_Trial5.mat,Bandwidth3,8.0,30,Supine,5,0.05741422092923765,0.3076923076923077,0.25027808676307006
DeltaR=8cm_Angle=30_Band3_Supine_Trial6.mat,Bandwidth3,8.0,30,Supine,6,0.0611767110654764,0.2905982905982906,0.22942157953281422
DeltaR=8cm_Angle=30_Band3_Supine_Trial7.mat,Bandwidth3,8.0,30,Supine,7,0.04408269397145931,0.27350427350427353,0.22942157953281422
DeltaR=8cm_Angle=30_Band3_Supine_Trial8.mat,Bandwidth3,8.0,30,Supine,8,0.05160767424393681,0.23931623931623935,0.18770856507230255
